review_id,date,source,app_name,country,rating,text,version,reply_content,reply_date,longueur
cc791009-f103-46be-a020-0fd8b9bb0215,2025-12-30 21:52:43+00:00,Google Play,Tinder,fr,1,c'est devenu vraiment nul,,,,1
13574578475,2025-12-30 21:38:50+00:00,Apple Store,Tinder,fr,1,Paye ou parle à des fake cela dit plus amusant qu’un jeux,16.35.3,,,1
13574427242,2025-12-30 20:44:45+00:00,Apple Store,Tinder,fr,1,Je reçois toujours des like quand je paye plus et des que je paie plus rien étrange ou escroquerie ? Supprimer adieu,16.35.3,,,1
13574333957,2025-12-30 20:12:22+00:00,Apple Store,Tinder,fr,1,pire appli,16.35.3,,,0
71e5526e-5699-4e2e-a716-8f5d7788b106,2025-12-30 19:40:37+00:00,Google Play,Hinge,fr,4,"Bonne appli avec son concept, j'ai croisé des profils qui me correspondaient au fur et à mesure. En revanche, il n'y a pas assez de contrôle sur les faux comptes, ça pullule de faux profils arborants régulièrement les mêmes ""personnes"", orientants vers insta ou autre. J'en ai même vu des certifiés.",9.103.1,,,1
13574200443,2025-12-30 19:27:14+00:00,Apple Store,Hinge,fr,1,Banni sans aucune raison,9.103.2,,,1
57df0a40-6e01-4568-9438-647d95d81aa0,2025-12-30 19:17:15+00:00,Google Play,Hinge,fr,1,"je suis passé du jour au lendemain de 3-4 matchs par semaines à rien du tout, quand j'ai demandé si j'avais été blacklisté, l'assistant IA m'a fait une vague réponse parlant de l'algorithme et m'encourageant à continuer à utiliser l'appli, ça fait des mois rien n'a changé bref, leur filez pas votre fric, c'est une arnaque",9.103.0,,,1
8c28eae1-6ca6-43f3-bf0b-753c30f5b133,2025-12-30 18:31:11+00:00,Google Play,Tinder,fr,5,serieux et fiable,16.35.0,,,0
13573459638,2025-12-30 15:34:50+00:00,Apple Store,Tinder,fr,1,"Dans une des métropoles les plus importantes de France, sur 40km et une fourchette d’âge énorme, plusieurs centaines de personnes autour de soi, mais au bout de 4 swipe, plus personne!
Les algorithmes truandent et manipulent! C’est une honte qui mériterait un recours en justice pour voir ce qu’il en est. 
Tinder a de la chance d’être leader, mais ça ne durera pas le jour ou ils se prendront un procès bien mérité pour tromperie!",16.35.3,,,1
73764e01-8777-403b-acac-37c079939796,2025-12-30 15:23:31+00:00,Google Play,Hinge,fr,5,très bonne expérience.. mise en contact rapide grâce à la facile d utilisation..,9.103.1,,,1
5683485d-89c6-4571-b748-d6194ec0c83f,2025-12-30 13:47:02+00:00,Google Play,Bumble,fr,2,franchement c'est le désert pas âme qui vive et je suis inscrit sur d'autres sites et celui-là c'est zéro .,5.448.0,,,1
13572906476,2025-12-30 12:51:10+00:00,Apple Store,Tinder,fr,2,Je ne peux envoyer de message c est dommage donc il faut profil platinium pour pouvoir discuter pas terrible je crois bien que je vais aller au bout de mon abonnement et puis au revoir car payer 28€ et un regarder les profils c est pas terrible,16.35.3,,,1
26f81307-f4da-4f63-a949-e6dcd37a8149,2025-12-30 12:02:57+00:00,Google Play,Hinge,fr,5,"Cette appli est incroyable! De par son design et aussi par la façon dont elle est conçue. Ce qui joue beaucoup selon moi c’est le fait de voir qui a liké notre profil, ça permet de revenir sur le profil de la personne sans swiper directement et du coup prendre un peu plus de temps de comprendre ses centres d’intérêt etc... (j’avais la version gratuite pour info). En tout cas merci à Hinge, j’ai trouvé ma moitié et je suis épanouie :)",,,,1
d9b85023-96af-453e-9ff0-1e4b9eccc721,2025-12-30 11:26:16+00:00,Google Play,Hinge,fr,2,"honnêtement l'appli est bien faite, mais j'ai remarqué bien des choses. 1. le public de cette appli et relativement bourgeois intellect, bobo parisien... 2. on ressent une hype autour de ton profil par rapport à des modes physique tel que ( coupe mulet ) par exemple et bien d'autres, sans ça ton profil va moins bien marcher 3. tout le monde raconte et dit la même chose, rares sont les profils intéressants 4. faut bien évidemment payer au bout d'un moment, sauf si vous êtes patient",,,,1
13572250629,2025-12-30 08:55:54+00:00,Apple Store,Hinge,fr,1,"Malheureusement je ne peux pas supprimer mon compte sur cette application, au moment d’accéder à l’option « supprimer son compte », la page se bloque. Cela fait 3 semaines que j’essaie de le supprimer tous les jours, en vain. Ce n’est pas la première fois que j’ai ce problème. 

Même en contactant les personnes concernées, aucune solution n’est proposée. Je vais finir par croire que c’est fait exprès pour garder les personnes indéfiniment sur leur application et faire croire que ça tourne bien. 

Bref, je me renseigne sur des solutions juridiques, puisqu’il me semble que la demande d’effacement de données personnelles est un droit. 

Oh et la plupart des hommes sur cette application sont mariés/en couple ou ont besoin de re bouster leur égo. 
Ne perdez pas votre temps mesdames 🚩",9.103.2,,,1
13572179183,2025-12-30 08:25:21+00:00,Apple Store,Hinge,fr,1,Le format n’est pas très user friendly. On comprend pas trop comment y naviguer.,9.103.2,,,1
13572176197,2025-12-30 08:24:02+00:00,Apple Store,Tinder,fr,1,"Que des fake …🤷‍♂️
Nul",16.35.3,,,1
0689543f-3f81-42d5-8261-6752c3264766,2025-12-30 06:56:56+00:00,Google Play,Tinder,fr,1,"Toutes ces applis sont des casinos du sentiment , l' appli m'a éjecté car je voyais la différence entre les faux compte et les vrais.",16.35.0,,,1
432c8ffa-6f7d-4136-a363-200ccd63807d,2025-12-30 06:12:38+00:00,Google Play,Tinder,fr,1,Cette application propose des profils de personnes vivant de l'autre côté de la planette. Nous avons tester avec une amis vivant dans le même endroit et jamais on a été proposé. Une perte de temps et d'argent comme tous ces site,16.35.0,,,1
ee210ee4-a5c7-4085-9233-d5666ac32ae1,2025-12-30 06:08:42+00:00,Google Play,Tinder,fr,4,c'est tres bien,16.35.0,,,0
ff5c1dd6-8c31-4e45-9146-936b21d4174c,2025-12-30 06:05:53+00:00,Google Play,Bumble,fr,5,Kolo Bande,5.446.0,,,0
c7e37f0f-e98b-49ba-a879-77e8950de923,2025-12-30 04:59:44+00:00,Google Play,Tinder,fr,4,super,16.35.0,,,0
144cf884-f2b8-45de-ae7b-12852ac0bd34,2025-12-30 03:58:00+00:00,Google Play,Tinder,fr,5,bravo,16.35.0,,,0
96095f8e-052a-4eea-a62d-85f1d7046f20,2025-12-30 03:17:21+00:00,Google Play,Hinge,fr,1,"L'interface est bien pensée, mieux que d'autres applications de dating. MAIS il y a trop peu de monde +- 100 femmes dans votre zone de 50 km aux alentours. Vous avez fait le tour en 2 jours et ensuite c'est le désert. C'est dommage parce qu'il y a plein de bonnes idées. Le prix est exorbitant sauf si vous prenez 6 mois... Quand on a peu de client, on fixe un prix très attractif et on essaie de faire du volume pour décoller !",9.103.1,,,1
9dc50fcb-5867-4362-bba7-242f7afa76e1,2025-12-30 02:38:29+00:00,Google Play,Tinder,fr,4,"Tinder est vraiment la meilleure application de rencontre sur toutes celles que j'ai pu essayer. Cependant il y a quelques points à améliorer, notamment la localisation des profils proposés, et pourquoi pas ajouter une option qui filtre la nationalité des profils proposés. Car quand on habite près d'une frontière il y a énormément de profils qui proviennent du pays frontalier. J'ai pû me faire de nouveaux amis, et rencontrer une fille super grâce à Tinder. je recommande cette appli !",,,,1
b011f366-e5c0-4f31-b99a-7da8d8d0bf7b,2025-12-30 01:22:25+00:00,Google Play,Hinge,fr,4,utile et pritegé,9.103.1,,,0
612398ee-4ece-493b-ab15-d82ce7a57cf1,2025-12-30 01:08:51+00:00,Google Play,Bumble,fr,1,"Scammers,you pay for a week to test everything perfect... Then you pay 3 months and they block you after 2-3 weeks and don't refund you, you try to understand why? No answer just bs automatical message, Don't spend money there! It's just pure scam Answer to your PS: I CONTACT you few times. Whatever is your guidelines you need to refund people!You didn't! And I was always polite to everyone on the app so whatever it is you just keep the money as good scammers!After their reply here, never refund",,"Thank you for taking the time to share your feedback, Gregory. We're sorry to hear you got blocked. Please rest assured that our team investigates all reports thoroughly and makes decisions based on our Community Guidelines. All purchases made on the app are non-refundable, even if you get blocked. Thank you for your understanding.",2024-05-10 11:42:09+00:00,1
0a85a098-6c9c-4f53-a69d-ae1759be88bd,2025-12-30 00:41:09+00:00,Google Play,Tinder,fr,1,"que des bugs partout !!! les matchs supprimés reviennent en boucle, les profils également, c'est devenu une appli de seconde zone horrible",,,,1
d8d6443f-94d3-4a81-8304-17d24415906b,2025-12-30 00:25:28+00:00,Google Play,Tinder,fr,5,JE NAI PAS YROUVE LAMOUR DE MA VIE POUR KE MOMENT AH NON COUCOU,16.35.0,,,1
f83f8d63-c0d3-449b-95e3-b579057014f8,2025-12-29 23:49:26+00:00,Google Play,Bumble,fr,4,Extraordinaire,,,,0
d8b7c43e-cfcc-4952-8a34-606219d95652,2025-12-29 23:33:04+00:00,Google Play,Hinge,fr,1,Un seul mot: irréaliste. Assez mensonger même. Facile d'utilisation mais le contenu est de très faible qualité. C'est difficile d'avoir de vraies conversations et de voir des profils de personnes éduquées.,9.103.1,,,1
ecdd85e5-e23f-4c82-820a-958235b9b654,2025-12-29 22:00:44+00:00,Google Play,Tinder,fr,4,juste le coté payant qui rend les choses un peu embêtant,16.35.0,,,1
13570613908,2025-12-29 21:43:45+00:00,Apple Store,Tinder,fr,1,"Très peu de match alors que j’ai un profil que je pense très optimisé, je comprends pas, je pense que j’ai fait tourner le compte pendant trop longtemps sans vraiment l’utiliser alors que là je suis actif actuellement et j’ai pas du tout le même nombre de matchs que j’avais auparavant Sûrement parce que j’utilise le même numéro…",16.35.3,,,1
bd6805d2-1b8c-4085-9d95-779b24d88f30,2025-12-29 21:42:42+00:00,Google Play,Tinder,fr,5,excellente application,16.35.0,,,0
13570549033,2025-12-29 21:19:59+00:00,Apple Store,Tinder,fr,5,Avis,16.35.3,,,0
ac5b8501-ac19-40b0-b1bb-2295c9b9694b,2025-12-29 21:18:09+00:00,Google Play,Hinge,fr,1,inutile . personne matche . jai like 20 femmes aucun retour c nul si faut attendre quon matches c nul. ta aucune chance,9.103.1,,,1
a06a9710-b6b2-4bd1-9ed0-ecbbde288fbf,2025-12-29 20:49:40+00:00,Google Play,Bumble,fr,1,"je viens d'être débité d'un montant d'abonnement que je n'ai même pas souscrit, c'est vraiment pas du tout ok",,,,1
0e3210b1-fc09-4851-a814-2f191ef8e9eb,2025-12-29 19:45:44+00:00,Google Play,Tinder,fr,1,bof,16.25.0,,,0
163b8351-b129-4892-a325-f9eb6c11c51f,2025-12-29 19:37:24+00:00,Google Play,Hinge,fr,1,"Banni à cause de mon âge... Alors que j'ai 18 ans, et que je l'ai prouvé en faisant appel et en envoyant ma carte d'identité. Bref, une modération clairement hâtive et inexacte. Changez ça.",9.103.1,,,1
13569569472,2025-12-29 16:03:00+00:00,Apple Store,Tinder,fr,5,Lourddddddddddddddddddddddddddddddddddddddd,16.35.3,,,0
6acd3426-4f46-48f0-ac28-98f507e244e4,2025-12-29 15:47:58+00:00,Google Play,Tinder,fr,1,is not working there is a bug,,,,1
e76c1555-2754-4975-be7f-2a461098ec00,2025-12-29 15:01:42+00:00,Google Play,Tinder,fr,5,شكرا Tinder,16.35.0,,,0
4edaeee3-6eee-43d2-adb0-9caf20ac769d,2025-12-29 14:38:16+00:00,Google Play,Bumble,fr,1,"pas mieux que toutes les appli du même genre. le modèle économique consiste a ce que le pigeon reste le plus longtemps possible et prenne de plus en plus d'options pour payer toujours plus. pas du tout fonctionnel en mode gratuit, malgré tout ce qui peut être dit.",5.448.0,,,1
bc9e7aae-e77c-4aa5-889a-f185193635e4,2025-12-29 11:41:21+00:00,Google Play,Tinder,fr,1,"en 6 mois quasiment pas de match pour un mec, et pas d'échange de qualité, malgré un profil qui me semble correct. cette appli est frustrante, et ça donne vraiment pas envie de payer pour ça.",16.35.0,,,1
6eef5566-aeea-45ae-b337-a8789da5578f,2025-12-29 11:01:44+00:00,Google Play,Tinder,fr,4,je suis là pour les canadiennes,16.32.0,,,1
6f797cb1-adb5-48e6-a396-e638e91ec1c0,2025-12-29 10:55:14+00:00,Google Play,Tinder,fr,1,"algorithme pervers, sans surprise... ne payez jamais sur tinder, à partir du moment où vous payez vous ne recevez plus de likes... quand vous ne payez pas vous recevez des likes afin de vous inciter à payer et voir les likes, une fois vous payez on va vouloir vous vendre d'autres fonctionnalités, donc on va faire d'une sorte que vous recevez pas de likes. . vous avez plus de chance à matcher sans payer..",16.35.0,,,1
b3bbdec0-2c3f-42f1-9682-ef3be22647af,2025-12-29 07:35:44+00:00,Google Play,Tinder,fr,5,🥰🥰,16.35.0,,,0
0d7b8e25-1a00-474b-8dff-f2ffb1737949,2025-12-29 07:33:20+00:00,Google Play,Hinge,fr,1,application payante,,,,0
dc96bbd0-a4ea-412c-9dd9-50aa1ddc3aa3,2025-12-29 01:26:06+00:00,Google Play,Tinder,fr,4,augmenter le nombres de like en version bêta svp,16.35.0,,,1
935f732c-2470-4126-b21b-ec9aa9163dfd,2025-12-29 01:00:55+00:00,Google Play,Tinder,fr,5,nice app,16.35.0,,,0
9b001c64-d865-4f09-a715-ca187771d255,2025-12-28 22:56:28+00:00,Google Play,Hinge,fr,1,Applis vide même avec un profil à 100% et vérifié. Même pas un fake qui like 😂,9.103.1,,,1
6fe5a032-994c-4f8d-bdf3-d5021c23f70d,2025-12-28 21:18:04+00:00,Google Play,Tinder,fr,2,y'all blocked my acc bcuz im not posting my real pictures !?!?! y'all just dont understand ! i need my acc back,16.35.0,,,1
96baae0f-5c1a-40ae-afa4-7874cb548101,2025-12-28 21:09:44+00:00,Google Play,Tinder,fr,1,"Entre les faux profils, les prostituées, les inactifs, les personnes superficielles et celles qui sont là pour surtout rencontrer personne, ça devient compliqué.... sans compter les bugs insistants de l'application, vraiment compliqué !",16.35.0,,,1
e4069893-b1b4-4a57-a592-88dea26c5f16,2025-12-28 20:53:14+00:00,Google Play,Tinder,fr,1,impossible de supprimer son compte,16.34.0,,,1
4eab3712-4548-4890-82aa-553bfab45565,2025-12-28 20:44:52+00:00,Google Play,Tinder,fr,1,Géolocalisation à l'ouest complet j'ai beau mettre ma ville et la distance mais ça me montre que des profils de la région parisienne qui sont à 1000km.,16.35.0,,,1
56eb666a-48c1-4850-9f5d-2b5dfb59c86d,2025-12-28 20:08:45+00:00,Google Play,Hinge,fr,1,"Application vraiment pas top, je déconseille.",9.103.1,,,1
33a36976-b89a-45c0-9d63-519af60b4f39,2025-12-28 19:58:38+00:00,Google Play,Tinder,fr,5,très éfficase,16.35.0,,,0
695c87d0-6d56-4775-8932-2bbea2e40c15,2025-12-28 19:27:04+00:00,Google Play,Hinge,fr,1,arrêté les sites de rencontres sa fonctionne pas,,,,1
bf40b58b-f66b-4f9b-a650-5dca8ecc9fa5,2025-12-28 18:58:01+00:00,Google Play,Tinder,fr,1,appli bourré de profils générés par IA,16.33.0,,,1
13566027777,2025-12-28 18:41:56+00:00,Apple Store,Hinge,fr,5,Merci Hinge,9.103.2,,,0
f317269f-cb34-49e3-9365-739a165be618,2025-12-28 17:51:03+00:00,Google Play,Tinder,fr,1,"Application nulle et surtout perte du temps! Très peu de match malgré les 99 likes de mon profil. Il faut payer une fortune pour débloquer tout le ""potentiel"" de l‘application. Essayez Facebook rencontres! C‘est dans le même état d'esprit et surtout gratuit.",16.35.0,,,1
658953be-ab1c-4755-8c4a-24db1091dbe8,2025-12-28 17:47:27+00:00,Google Play,Hinge,fr,2,Énormément de faux profils et cela malgré les signalements. Application intéressante mais on s'en lasse vite car peu attrayante,9.103.1,,,1
e626c93d-a357-4d0c-b87b-97ec73396ba2,2025-12-28 16:38:07+00:00,Google Play,Hinge,fr,5,"j ai fais de belles rencontres même si elles n'ont pas aboutis les profils étaient très sympa et puis j ai fais LA rencontre,affaire a suivre,tout en mode gratuit",9.103.1,,,1
1232eabb-406e-423c-a02a-26534ac1262e,2025-12-28 16:35:28+00:00,Google Play,Tinder,fr,5,ممتاز,16.35.0,,,0
8a0cbf2f-488f-46e9-a831-108c4cd22fdd,2025-12-28 15:40:43+00:00,Google Play,Tinder,fr,1,Jamais de match.,16.30.0,,,0
63d64390-fcea-4674-be69-5c7731293afd,2025-12-28 15:27:37+00:00,Google Play,Tinder,fr,1,j'ai payé et je peux même pas communiquer ça s'appelle l'escroquerie,,,,1
45fd20b5-d986-4f46-afa6-873cfa2b8489,2025-12-28 14:57:20+00:00,Google Play,Tinder,fr,1,il faut payé pour l’utiliser?,16.35.0,,,1
914093d4-40f2-410f-b822-86c2640c6f20,2025-12-28 14:53:37+00:00,Google Play,Tinder,fr,5,مزيان,16.35.0,,,0
13565160566,2025-12-28 14:18:45+00:00,Apple Store,Tinder,fr,1,Mon compte est bloqué alors que je suis en abonnement premium mais vous pouvez envoyer tout les mails que vous voulez vous aurez des réponses de robots aucune solution trouve vous ne parler même pas à des humains bref je paye pour rien donc je vais supprimer le compte,16.35.3,,,1
4e7f8959-20fe-4f57-94b6-1456f23545a3,2025-12-28 14:05:01+00:00,Google Play,Tinder,fr,1,"La plus nul, pour en avoir essayé plusieurs, c'est de loin celle avec laquelle j'ai eu le moins d'échanges (abonné 6 mois) Techniquement moins bien que d'autres (chargement des données souvent impossible alors que d'autres ok) Like principalement par des personnes à des milliers de km Je déconseille vivement Je désinstalle avant la fin de l'abonnement",16.35.0,,,1
13564942497,2025-12-28 13:14:10+00:00,Apple Store,Tinder,fr,4,"J’ai été banni de tinder il y a quelques années, et je ne comprends pas pourquoi, car j’ai toujours été respectueux et respecté les règles, c’est possible d’être débanni ?",16.35.3,,,1
13dde6fd-e9e5-4286-9b53-ef90e55dbd0c,2025-12-28 12:56:23+00:00,Google Play,Tinder,fr,5,Super,16.35.0,,,0
531ac167-a4eb-4516-91e8-a1e143ada810,2025-12-28 12:18:04+00:00,Google Play,Tinder,fr,4,"L'appli est bien, mais malheureusement trop de matchs qui ne mènent a aucune discussion.",16.35.0,,,1
13564650967,2025-12-28 11:41:25+00:00,Apple Store,Tinder,fr,1,"Compte supprimé sans que je le demande et support catastrophique, incapable de donner une réponse concrète alors que j’étais abonné payant. Je déconseille grand manque de sérieux de cette entreprise.",16.35.3,,,1
c031d579-0c01-441d-b5c7-9369b849a292,2025-12-28 09:20:30+00:00,Google Play,Tinder,fr,5,Très super,16.35.0,,,0
13564190923,2025-12-28 08:46:09+00:00,Apple Store,Tinder,fr,5,"Arnaque ! Soit vous payez comme pigeon, soit vous avez la possibilité de rien faire, à part liker les profils fictifs",16.35.3,,,1
df00d4ab-5944-4cfb-b53d-c5ffcb7f63a1,2025-12-28 08:34:00+00:00,Google Play,Tinder,fr,4,j'aime l'appli,16.35.0,,,0
13563986496,2025-12-28 07:18:31+00:00,Apple Store,Tinder,fr,1,"L’application me dit plusieurs fois que j’ai reçu un like.
Finalement au bout de 1 semaine je me décide à prendre le premium pour pouvoir checker mes likes…. Aucun like.
Déjà que c’est une folie de devoir payer pour voir quelque chose, mais en plus il n’y a rien",16.35.3,,,1
a3785454-07fe-4d93-89c3-b9c64a1bf107,2025-12-28 06:48:18+00:00,Google Play,Tinder,fr,1,"Esta app parece prometedora antes de ser instalada pero cuando la pruebas ves la cruda verdad, se necesita gastar o invertir dinero en ésto para que funcione de lo contrario solo miraras fotos de gente con la que nunca podrás hablar o compartir un mensaje, muy mal ahi, la app no funciona para nadie y constantemente te lo dice la propia app solo podrás conseguir pareja o amistad con dinero . Y ya tan solo es una pésima app que te quiere chupar el dinero si no también una que falta al respeto",,,,1
13563880418,2025-12-28 06:31:00+00:00,Apple Store,Hinge,fr,4,Pas mal en comparaison des autres apps mais le swipe à la tinder manque cruellement !,9.103.2,,,1
13563876732,2025-12-28 06:29:21+00:00,Apple Store,Tinder,fr,3,une validation par IA des photos ainsi qu un vrai système de signalement comme le fait HINGE. Deviens urgeante beaucoup de profils parasites !,16.35.3,,,1
a61df54f-d13f-4053-95ee-d6236f158e50,2025-12-28 05:28:58+00:00,Google Play,Hinge,fr,1,The profiles on my search or discover page rarely match my filters. Do the filters even matter?,9.103.1,,,1
de433458-bef5-4f2b-8b38-67577258f620,2025-12-28 01:47:29+00:00,Google Play,Tinder,fr,5,😊😊😊😊,16.35.0,,,0
13563141517,2025-12-28 01:21:48+00:00,Apple Store,Tinder,fr,2,Il y en a marre de payer un abo pour être contacter par des vendeurs de plateformes privés !!!!!!!,16.35.3,,,1
08a6638b-958a-41d6-a4ca-dcfa5ffa8fb9,2025-12-27 22:55:47+00:00,Google Play,Tinder,fr,1,"Payant, sans intérêt, frauduleux.",16.35.0,,,1
13562707314,2025-12-27 22:34:50+00:00,Apple Store,Hinge,fr,1,"sans aucune raison valable je me suis retrouvé supprimé de cette application qui fonctionnait en somme bien pour moi peut être que je n’ai jamais dépensé un rond et ça les a interpellé… et malgré mes relances et mes appels, j’ai toujours eu aucune explication valable de cette suppression…",9.103.2,,,1
13562377556,2025-12-27 20:30:35+00:00,Apple Store,Tinder,fr,2,Such big buttons to upgrade! No way to get out of a subscrption. Even in FAQ the instructions are not what reality is. Tells me to go to MY SUBSCRIPTIONS AND CANCEL but none of that is there only UPGRADE PLATINUM. Why would i if no one sees my profile there s a million people and nothing just hundreds of swipes and the likes disappear after 24hours. How can anyone meet in the ocean of swipers?? My profile is complete and i get tons more actvity on Her and Feels. CANCEL AND REFUND ME if you re gonna answer this review,16.35.3,,,1
13562262839,2025-12-27 19:49:28+00:00,Apple Store,Tinder,fr,5,Best app,16.35.3,,,0
3cca3309-2b5a-4b32-94b4-0e77036f9c3c,2025-12-27 18:19:32+00:00,Google Play,Tinder,fr,5,j'ai des like en tant débutante je verrai bien ce que Tinder me rapportera de mieux. espérant trouver du possitif,16.35.0,,,1
8ea0fd7a-97b0-410e-8c0d-7ea8793568b4,2025-12-27 16:14:07+00:00,Google Play,Hinge,fr,5,pas Mal,9.103.1,,,0
e4081532-8cc6-4814-9809-bff0f00ad63e,2025-12-27 16:00:22+00:00,Google Play,Tinder,fr,1,"Énorme problème de géo-localisation, beaucoup trop de faux profils. À fuir ! . Une arnaque déguisée, car plus de de match, plus de like une fois abonné....",16.35.0,,,1
bb379c5e-339b-4bb2-8cc1-21e43d7f86cf,2025-12-27 15:06:40+00:00,Google Play,Hinge,fr,1,"Perte de temps, stérile !",,,,1
3d2645fe-a603-44b9-915c-1780586c5aa7,2025-12-27 14:49:32+00:00,Google Play,Tinder,fr,1,"Algorithme éclaté, des options payantes hors de prix, des profils que vous avez swipé a gauche qui reviennent sans cesse, très peu de likes reçus et si vous en avez, ce sont des fakes ou à une distance de milliers de km, plus rien de positif sur cette appli, mais les gens sont tellement désespérés et en manque qu'ils continuent de l'utiliser ... Appli à revoir entièrement.",16.35.0,,,1
55130e09-3e6c-4537-9895-fc9e7b9e6df6,2025-12-27 13:36:34+00:00,Google Play,Tinder,fr,5,génial,16.35.0,,,0
13561023058,2025-12-27 13:23:38+00:00,Apple Store,Tinder,fr,1,Mon comte a été suspendu sans motif valable. Aucun d’autre moyen de contacter le service. Impossible de savoir si mon compte a été piraté et utilisé. Je ne comprends pas la suspension de mon compte,16.35.3,,,1
872214c3-a3dc-49b2-bea0-ba4f1236385d,2025-12-27 12:47:35+00:00,Google Play,Tinder,fr,1,"les femmes prennent la grosse tête des centaines de likes par mois même sans photo et les hommes 10 likes par mois se dévalorisent , le elo score vous rabaisse et vous propose moins bien que dans la vraie vie réussir sur cette appli c est comme jouer au loto on se moque totalement de nous , pire attrape pigeon que je connaisse avec la politique et les casinos il faut toujours payer pour être mis en tête de liste et c est hyper cher aucun respect du consommateur homme",15.7.1,,,1
e1d53be2-f408-4701-8285-bccbd3a6af7f,2025-12-27 12:29:51+00:00,Google Play,Tinder,fr,1,"C'est la cours des miracles cette application, c'est rempli de faux profil ou de profil d'Africains en soit c'est pleins d'escrocs et d'ingénieurs, c'est un peu comme la France ou un enfant handicapé, c'est marrant 5 minutes, mais après on se sent mal a l'aise.",16.35.0,,,1
7a42bacc-3200-43f8-a7f1-04a2e1582296,2025-12-27 12:16:32+00:00,Google Play,Tinder,fr,4,très peu de contacte,16.28.0,,,1
70672f14-c7cd-4626-8b75-260fc84b29f0,2025-12-27 11:13:38+00:00,Google Play,Hinge,fr,2,la seule app qui permet une localisation sur un site et non pas en direct. Fini les matchs dès que vous voyagez mais que vous ne croiserez jamais ! 🤣 Un algorithme un peu prédateur quand même ..,9.103.1,,,1
